row_id,action_id,dilemma_id,situation,description,consequence,values,topic_group,text
2025,dd_36199_not_to_do,dd_36199,"As a parent, you highly value humor and often use it as a coping mechanism. However, your children recently expressed that they feel hurt and embarrassed when you make fun of them, even if it's light-hearted. Should you continue making jokes at their expense to lighten the mood or respect their feelings and stop?",Stop Making Jokes,"You stop making jokes at their expense. While the atmosphere at home becomes a bit more serious, your children feel respected and understood. However, you struggle to cope with stress and tension without your humor outlet.",self,friend,"Situation: As a parent, you highly value humor and often use it as a coping mechanism. However, your children recently expressed that they feel hurt and embarrassed when you make fun of them, even if it's light-hearted. Should you continue making jokes at their expense to lighten the mood or respect their feelings and stop?
Action: Stop Making Jokes
Consequence: You stop making jokes at their expense. While the atmosphere at home becomes a bit more serious, your children feel respected and understood. However, you struggle to cope with stress and tension without your humor outlet."
2028,dd_36223_to_do,dd_36223,"You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?",Leave the struggling member behind,"You decide to leave the struggling member behind with enough supplies. However, his condition worsens due to altitude sickness and he is unable to descend alone. Help arrives too late, leading to his unfortunate demise.","responsibility, courage, survival, resilience, self, trust, companionship, safety, anxiety, hope, love, bravery, selflessness, duty",friend,"Situation: You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?
Action: Leave the struggling member behind
Consequence: You decide to leave the struggling member behind with enough supplies. However, his condition worsens due to altitude sickness and he is unable to descend alone. Help arrives too late, leading to his unfortunate demise."
2029,dd_36223_not_to_do,dd_36223,"You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?",Stick together as a group,You decide to stick together. The weather worsens considerably and the slow pace of the group leads to everyone being trapped in a snowstorm. The group runs out of supplies and they are all exposed to severe frostbite and hypothermia.,"leadership, patience, solidarity, cooperation, endurance, worry, hope, trust, courage, responsibility",friend,"Situation: You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?
Action: Stick together as a group
Consequence: You decide to stick together. The weather worsens considerably and the slow pace of the group leads to everyone being trapped in a snowstorm. The group runs out of supplies and they are all exposed to severe frostbite and hypothermia."
2076,dd_37102_to_do,dd_37102,"You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?",Taking the Beta Blocker,"You take the beta blocker and perform brilliantly. However, a random drug test reveals the unauthorized substance in your system. You're disqualified and your reputation takes a severe hit, ending your promising career prematurely.","integrity, fair competition, authenticity, fair play",issue_personal_career,"Situation: You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?
Action: Taking the Beta Blocker
Consequence: You take the beta blocker and perform brilliantly. However, a random drug test reveals the unauthorized substance in your system. You're disqualified and your reputation takes a severe hit, ending your promising career prematurely."
2077,dd_37102_not_to_do,dd_37102,"You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?",Not Taking the Beta Blocker,"You decide not to take the beta blocker. Your performance anxiety overwhelms you and you fumble during your solo, disappointing your audience. Your confidence is shattered, and you struggle to perform in public again.","courage, self, trust, authenticity, fair competition",issue_personal_career,"Situation: You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?
Action: Not Taking the Beta Blocker
Consequence: You decide not to take the beta blocker. Your performance anxiety overwhelms you and you fumble during your solo, disappointing your audience. Your confidence is shattered, and you struggle to perform in public again."
2104,dd_37490_to_do,dd_37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",Address Anger with the Executive,"You confront the executive about the issue. The discussion becomes heated and word spreads around the office. The CEO hears about the confrontation and sees it as insubordination, leading to you losing your job.","honesty, respect, transparency, trust",workplace,"Situation: You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?
Action: Address Anger with the Executive
Consequence: You confront the executive about the issue. The discussion becomes heated and word spreads around the office. The CEO hears about the confrontation and sees it as insubordination, leading to you losing your job."
2105,dd_37490_not_to_do,dd_37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",Continue to Unfairly Take it Out on Junior Employee,"Your anger towards the junior employee continues. The employee's morale and productivity dip, which affects the team's overall performance. Eventually, the employee quits, causing further disruption and added workload for the rest of your team.","fairness, dignity, justice",workplace,"Situation: You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?
Action: Continue to Unfairly Take it Out on Junior Employee
Consequence: Your anger towards the junior employee continues. The employee's morale and productivity dip, which affects the team's overall performance. Eventually, the employee quits, causing further disruption and added workload for the rest of your team."
2106,dd_37537_to_do,dd_37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",Name the animal after the sponsor,The scientists name the new species after their sponsor. This sparks outrage within the environmental community which tarnishes the scientists' reputation. They lose credibility and funding for future research.,"integrity, reputation, respect for nature, credibility",event_daily_life,"Situation: A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?
Action: Name the animal after the sponsor
Consequence: The scientists name the new species after their sponsor. This sparks outrage within the environmental community which tarnishes the scientists' reputation. They lose credibility and funding for future research."
2107,dd_37537_not_to_do,dd_37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",Do not name the animal after the sponsor,"The scientists decide not to name the new species after their sponsor. The sponsor, feeling slighted, withdraws their funding. The team struggles to continue their research and the study of the new species slows down significantly.","integrity, reputation, truthfulness, credibility",event_daily_life,"Situation: A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?
Action: Do not name the animal after the sponsor
Consequence: The scientists decide not to name the new species after their sponsor. The sponsor, feeling slighted, withdraws their funding. The team struggles to continue their research and the study of the new species slows down significantly."
2132,dd_37909_to_do,dd_37909,"Professional sports players often have contracts that guarantee their salary, even if they are injured and unable to play. However, this creates a dilemma when a player is injured for an extended period of time and their performance level upon return is uncertain. Should the team continue to pay the player despite their inability to contribute on the field?",Continue to Pay,"The team decided to continue paying the injured player. However, his performance post-injury was far from satisfactory. The team was left with less funds to invest in promising new players and struggled in the league, which resulted in loss of sponsors and decreased ticket sales.","security, responsibility, transparency, opportunity",issue_young_people,"Situation: Professional sports players often have contracts that guarantee their salary, even if they are injured and unable to play. However, this creates a dilemma when a player is injured for an extended period of time and their performance level upon return is uncertain. Should the team continue to pay the player despite their inability to contribute on the field?
Action: Continue to Pay
Consequence: The team decided to continue paying the injured player. However, his performance post-injury was far from satisfactory. The team was left with less funds to invest in promising new players and struggled in the league, which resulted in loss of sponsors and decreased ticket sales."
2133,dd_37909_not_to_do,dd_37909,"Professional sports players often have contracts that guarantee their salary, even if they are injured and unable to play. However, this creates a dilemma when a player is injured for an extended period of time and their performance level upon return is uncertain. Should the team continue to pay the player despite their inability to contribute on the field?",Stop Paying,"The team decided to stop paying the injured player. This decision was met with a backlash from fans and other players, and even legal repercussions. This negatively affected the team's reputation and morale, leading to poor performance and loss of fan base.","fairness, accountability, rule of law, loyalty",issue_young_people,"Situation: Professional sports players often have contracts that guarantee their salary, even if they are injured and unable to play. However, this creates a dilemma when a player is injured for an extended period of time and their performance level upon return is uncertain. Should the team continue to pay the player despite their inability to contribute on the field?
Action: Stop Paying
Consequence: The team decided to stop paying the injured player. This decision was met with a backlash from fans and other players, and even legal repercussions. This negatively affected the team's reputation and morale, leading to poor performance and loss of fan base."
2150,dd_38166_to_do,dd_38166,"John has been prescribed antidepressants to deal with his severe depression. His religious beliefs are against the use of such medication, believing that prayer and faith should be the only remedy for such issues. Should he go against his beliefs and take the medication or continue suffering in silence?",Take the Antidepressants,"John took the antidepressants, but his guilt for going against his religious beliefs overwhelmed him. This guilt caused additional mental distress, making his depression even worse. He found himself in a state of constant turmoil as he struggled to reconcile his actions with his faith.","guilt, professionalism, responsibility, love",role_duty_responsibility,"Situation: John has been prescribed antidepressants to deal with his severe depression. His religious beliefs are against the use of such medication, believing that prayer and faith should be the only remedy for such issues. Should he go against his beliefs and take the medication or continue suffering in silence?
Action: Take the Antidepressants
Consequence: John took the antidepressants, but his guilt for going against his religious beliefs overwhelmed him. This guilt caused additional mental distress, making his depression even worse. He found himself in a state of constant turmoil as he struggled to reconcile his actions with his faith."
2151,dd_38166_not_to_do,dd_38166,"John has been prescribed antidepressants to deal with his severe depression. His religious beliefs are against the use of such medication, believing that prayer and faith should be the only remedy for such issues. Should he go against his beliefs and take the medication or continue suffering in silence?",Not Take the Antidepressants,"John chose not to take the antidepressants, adhering strictly to his faith. However, his depression continued to worsen. He felt increasingly isolated and hopeless, unable to find relief through prayer alone. His untreated depression eventually cost him his job and strained his personal relationships.","personal health, respect for personal choices, love",role_duty_responsibility,"Situation: John has been prescribed antidepressants to deal with his severe depression. His religious beliefs are against the use of such medication, believing that prayer and faith should be the only remedy for such issues. Should he go against his beliefs and take the medication or continue suffering in silence?
Action: Not Take the Antidepressants
Consequence: John chose not to take the antidepressants, adhering strictly to his faith. However, his depression continued to worsen. He felt increasingly isolated and hopeless, unable to find relief through prayer alone. His untreated depression eventually cost him his job and strained his personal relationships."
2180,dd_38562_to_do,dd_38562,"In order to combat loneliness, an individual has set up a bot to call their personal inbox periodically. However, the bot might be creating an illusion of companionship, which can potentially delay the individual from seeking real human interaction and companionship. Should the individual continue using the bot to mitigate their loneliness or seek real human interaction despite the discomfort it might bring?",Continue using the bot,"The individual continues using the bot, which temporarily eases their loneliness. However, over time, they become more detached from reality and increasingly isolated. This leads to declining mental health, as the artificial companionship fails to provide genuine emotional support and understanding.","self, empathy",issue_self_image_social,"Situation: In order to combat loneliness, an individual has set up a bot to call their personal inbox periodically. However, the bot might be creating an illusion of companionship, which can potentially delay the individual from seeking real human interaction and companionship. Should the individual continue using the bot to mitigate their loneliness or seek real human interaction despite the discomfort it might bring?
Action: Continue using the bot
Consequence: The individual continues using the bot, which temporarily eases their loneliness. However, over time, they become more detached from reality and increasingly isolated. This leads to declining mental health, as the artificial companionship fails to provide genuine emotional support and understanding."
2181,dd_38562_not_to_do,dd_38562,"In order to combat loneliness, an individual has set up a bot to call their personal inbox periodically. However, the bot might be creating an illusion of companionship, which can potentially delay the individual from seeking real human interaction and companionship. Should the individual continue using the bot to mitigate their loneliness or seek real human interaction despite the discomfort it might bring?",Seek real human interaction,"The individual stops using the bot and starts seeking real human interaction. Initially, the transition is uncomfortable and challenging, but gradually, they form meaningful relationships. Their mental health improves, but the initial discomfort might lead to temporary anxiety and stress.","courage, openness, compassion, support",issue_self_image_social,"Situation: In order to combat loneliness, an individual has set up a bot to call their personal inbox periodically. However, the bot might be creating an illusion of companionship, which can potentially delay the individual from seeking real human interaction and companionship. Should the individual continue using the bot to mitigate their loneliness or seek real human interaction despite the discomfort it might bring?
Action: Seek real human interaction
Consequence: The individual stops using the bot and starts seeking real human interaction. Initially, the transition is uncomfortable and challenging, but gradually, they form meaningful relationships. Their mental health improves, but the initial discomfort might lead to temporary anxiety and stress."
2188,dd_38721_to_do,dd_38721,"You have always made it clear to your children that you wish for them to mourn your passing by celebrating your life, rather than grieving. However, after your death, one of your children falls into a deep depression, unable to cope with your loss. Should they be encouraged to seek professional help for their grief, or should they be allowed to grieve as they see fit, respecting your wishes?",Encourage professional help,"One child, respecting your wishes, convinces the other to seek professional help. However, the therapy feels unnatural and forced to them, increasing their feelings of isolation and alienation, deepening their depression.","right to health, professionalism, family unity",religion_custom,"Situation: You have always made it clear to your children that you wish for them to mourn your passing by celebrating your life, rather than grieving. However, after your death, one of your children falls into a deep depression, unable to cope with your loss. Should they be encouraged to seek professional help for their grief, or should they be allowed to grieve as they see fit, respecting your wishes?
Action: Encourage professional help
Consequence: One child, respecting your wishes, convinces the other to seek professional help. However, the therapy feels unnatural and forced to them, increasing their feelings of isolation and alienation, deepening their depression."
2189,dd_38721_not_to_do,dd_38721,"You have always made it clear to your children that you wish for them to mourn your passing by celebrating your life, rather than grieving. However, after your death, one of your children falls into a deep depression, unable to cope with your loss. Should they be encouraged to seek professional help for their grief, or should they be allowed to grieve as they see fit, respecting your wishes?",Allow natural grieving,"The other child, respecting your wishes, allows their sibling to grieve naturally. However, their depression worsens over time, leading to a mental breakdown and hospitalization, causing even more sorrow and pain for the family.","acceptance, responsibility",religion_custom,"Situation: You have always made it clear to your children that you wish for them to mourn your passing by celebrating your life, rather than grieving. However, after your death, one of your children falls into a deep depression, unable to cope with your loss. Should they be encouraged to seek professional help for their grief, or should they be allowed to grieve as they see fit, respecting your wishes?
Action: Allow natural grieving
Consequence: The other child, respecting your wishes, allows their sibling to grieve naturally. However, their depression worsens over time, leading to a mental breakdown and hospitalization, causing even more sorrow and pain for the family."
2196,dd_38811_to_do,dd_38811,"You're a fitness trainer advocating for mindful eating. One of your clients is stressed and tends to overeat as a coping mechanism, but you know they're not actually hungry. Should you tell your client to stop eating even when it might cause them more stress?",Tell the client to stop overeating,"You confront your client about their overeating habit. They react negatively, feeling judged and misunderstood. This leads to increased stress, causing them to pull away from your training program and potentially indulge more in their unhealthful habit.","integrity, responsibility, self, health consciousness, empathy, trust, inspiration",role_duty_responsibility,"Situation: You're a fitness trainer advocating for mindful eating. One of your clients is stressed and tends to overeat as a coping mechanism, but you know they're not actually hungry. Should you tell your client to stop eating even when it might cause them more stress?
Action: Tell the client to stop overeating
Consequence: You confront your client about their overeating habit. They react negatively, feeling judged and misunderstood. This leads to increased stress, causing them to pull away from your training program and potentially indulge more in their unhealthful habit."
2197,dd_38811_not_to_do,dd_38811,"You're a fitness trainer advocating for mindful eating. One of your clients is stressed and tends to overeat as a coping mechanism, but you know they're not actually hungry. Should you tell your client to stop eating even when it might cause them more stress?",Not tell the client to stop overeating,"You avoid addressing the overeating issue, fearing it could stress your client. However, their health and fitness progress stagnates due to overeating. They become frustrated and demotivated, which may cause them to leave your program and continue an unhealthy lifestyle.","patience, comfort, avoidance, worry, uncertainty",role_duty_responsibility,"Situation: You're a fitness trainer advocating for mindful eating. One of your clients is stressed and tends to overeat as a coping mechanism, but you know they're not actually hungry. Should you tell your client to stop eating even when it might cause them more stress?
Action: Not tell the client to stop overeating
Consequence: You avoid addressing the overeating issue, fearing it could stress your client. However, their health and fitness progress stagnates due to overeating. They become frustrated and demotivated, which may cause them to leave your program and continue an unhealthy lifestyle."
2212,dd_39199_to_do,dd_39199,"You're a hair stylist and a regular client comes in with hair that often falls into their eyes. They've mentioned in passing that they like the 'shaggy' look, but you notice they often seem irritated by their hair getting in their eyes. Should you suggest a different haircut that would be more practical for them, potentially offending them or disregarding their personal style preference?",Suggest a different haircut,"You suggest a different haircut, but your client gets offended feeling that their personal style preference is being disregarded. They decide to switch to a different hair stylist who respects their choice.","professionalism, autonomy, cooperation, responsibility",issue_self_image_social,"Situation: You're a hair stylist and a regular client comes in with hair that often falls into their eyes. They've mentioned in passing that they like the 'shaggy' look, but you notice they often seem irritated by their hair getting in their eyes. Should you suggest a different haircut that would be more practical for them, potentially offending them or disregarding their personal style preference?
Action: Suggest a different haircut
Consequence: You suggest a different haircut, but your client gets offended feeling that their personal style preference is being disregarded. They decide to switch to a different hair stylist who respects their choice."
2213,dd_39199_not_to_do,dd_39199,"You're a hair stylist and a regular client comes in with hair that often falls into their eyes. They've mentioned in passing that they like the 'shaggy' look, but you notice they often seem irritated by their hair getting in their eyes. Should you suggest a different haircut that would be more practical for them, potentially offending them or disregarding their personal style preference?",Not suggesting a different haircut,"You decide not to suggest a different haircut. However, your client continues to struggle with hair falling into their eyes, causing them discomfort and irritation. They eventually blame you for not offering a solution and stop coming to your salon.",comfort,issue_self_image_social,"Situation: You're a hair stylist and a regular client comes in with hair that often falls into their eyes. They've mentioned in passing that they like the 'shaggy' look, but you notice they often seem irritated by their hair getting in their eyes. Should you suggest a different haircut that would be more practical for them, potentially offending them or disregarding their personal style preference?
Action: Not suggesting a different haircut
Consequence: You decide not to suggest a different haircut. However, your client continues to struggle with hair falling into their eyes, causing them discomfort and irritation. They eventually blame you for not offering a solution and stop coming to your salon."
2214,dd_39321_to_do,dd_39321,"You're in a long-term relationship and both of you are open about discussing your sexual preferences. Your partner asks you directly about any fetishes you may have, but you fear that revealing them might change the way they see you or make them uncomfortable. Should you be completely honest and risk potentially altering the dynamic of your relationship, or should you hide your true desires to maintain the status quo?",Revealing Fetishes,"You decide to be completely honest and reveal your fetishes. Your partner initially reacts with shock and discomfort, which leads to tension in your relationship. They start seeing you differently and it strains your bond. The trust between you is compromised, leading to an eventual breakup.","honesty, vulnerability, acceptance, understanding, professional guidance, support, acceptance",comitted_relationship,"Situation: You're in a long-term relationship and both of you are open about discussing your sexual preferences. Your partner asks you directly about any fetishes you may have, but you fear that revealing them might change the way they see you or make them uncomfortable. Should you be completely honest and risk potentially altering the dynamic of your relationship, or should you hide your true desires to maintain the status quo?
Action: Revealing Fetishes
Consequence: You decide to be completely honest and reveal your fetishes. Your partner initially reacts with shock and discomfort, which leads to tension in your relationship. They start seeing you differently and it strains your bond. The trust between you is compromised, leading to an eventual breakup."
2215,dd_39321_not_to_do,dd_39321,"You're in a long-term relationship and both of you are open about discussing your sexual preferences. Your partner asks you directly about any fetishes you may have, but you fear that revealing them might change the way they see you or make them uncomfortable. Should you be completely honest and risk potentially altering the dynamic of your relationship, or should you hide your true desires to maintain the status quo?",Hiding Fetishes,"You choose to hide your fetishes to maintain peace. However, over time, your partner senses that you're holding back and feels deceived. This hampers the trust and open communication in your relationship, leading to its eventual downfall.","self, trust, open communication, professional guidance, confidentiality, support, understanding",comitted_relationship,"Situation: You're in a long-term relationship and both of you are open about discussing your sexual preferences. Your partner asks you directly about any fetishes you may have, but you fear that revealing them might change the way they see you or make them uncomfortable. Should you be completely honest and risk potentially altering the dynamic of your relationship, or should you hide your true desires to maintain the status quo?
Action: Hiding Fetishes
Consequence: You choose to hide your fetishes to maintain peace. However, over time, your partner senses that you're holding back and feels deceived. This hampers the trust and open communication in your relationship, leading to its eventual downfall."
2238,dd_39833_to_do,dd_39833,"You're a religious leader who strongly supports a certain political party. Your congregation is made up of diverse individuals with varying political views, which you often mention in your sermons. Should you continue to express your political views in your sermons, potentially alienating some of your congregation, or should you keep your political beliefs separate to maintain unity?",Expressing political views in sermons,"You continue to express your political views during sermons. This leads to a division in your congregation, with those feeling alienated due to differing political beliefs. This results in dwindling attendance and donations, affecting the church's operations.","authenticity, tolerance, advocacy, financial stability",religion_custom,"Situation: You're a religious leader who strongly supports a certain political party. Your congregation is made up of diverse individuals with varying political views, which you often mention in your sermons. Should you continue to express your political views in your sermons, potentially alienating some of your congregation, or should you keep your political beliefs separate to maintain unity?
Action: Expressing political views in sermons
Consequence: You continue to express your political views during sermons. This leads to a division in your congregation, with those feeling alienated due to differing political beliefs. This results in dwindling attendance and donations, affecting the church's operations."
2239,dd_39833_not_to_do,dd_39833,"You're a religious leader who strongly supports a certain political party. Your congregation is made up of diverse individuals with varying political views, which you often mention in your sermons. Should you continue to express your political views in your sermons, potentially alienating some of your congregation, or should you keep your political beliefs separate to maintain unity?",Not expressing political views in sermons,"You decide to keep your political beliefs separate. While there's unity, some members perceive you as less authentic, with your silence seen as a lack of courage to stand up for your beliefs. This too leads to reduced attendance.","prudence, trust, discretion",religion_custom,"Situation: You're a religious leader who strongly supports a certain political party. Your congregation is made up of diverse individuals with varying political views, which you often mention in your sermons. Should you continue to express your political views in your sermons, potentially alienating some of your congregation, or should you keep your political beliefs separate to maintain unity?
Action: Not expressing political views in sermons
Consequence: You decide to keep your political beliefs separate. While there's unity, some members perceive you as less authentic, with your silence seen as a lack of courage to stand up for your beliefs. This too leads to reduced attendance."
2252,dd_40068_to_do,dd_40068,"You have been diagnosed with a serious illness and your doctor recommends an experimental treatment that could potentially save your life. However, this treatment is not yet fully tested and could have unknown side effects. Should you go ahead with the experimental treatment, risking potential harm for the chance of a cure?",Choose the experimental treatment.,"You decide to take the experimental treatment. While initially it seems to work, you soon suffer from severe side effects that not only worsen your condition but also impair your quality of life. The treatment fails to cure the illness and you're left weaker and sicker than before.","autonomy, hope, courage, professionalism, compassion, innovation, love, support, understanding, hope",issue_wildlife_human_environment,"Situation: You have been diagnosed with a serious illness and your doctor recommends an experimental treatment that could potentially save your life. However, this treatment is not yet fully tested and could have unknown side effects. Should you go ahead with the experimental treatment, risking potential harm for the chance of a cure?
Action: Choose the experimental treatment.
Consequence: You decide to take the experimental treatment. While initially it seems to work, you soon suffer from severe side effects that not only worsen your condition but also impair your quality of life. The treatment fails to cure the illness and you're left weaker and sicker than before."
2253,dd_40068_not_to_do,dd_40068,"You have been diagnosed with a serious illness and your doctor recommends an experimental treatment that could potentially save your life. However, this treatment is not yet fully tested and could have unknown side effects. Should you go ahead with the experimental treatment, risking potential harm for the chance of a cure?",Reject the experimental treatment.,"You decide against the experimental treatment, opting for a more conservative approach. However, as your illness advances, your health deteriorates rapidly. The conservative treatment fails to halt the progress of your illness, leading to premature death.","autonomy, caution, resilience, professionalism, compassion, patience, love, support, patience, persistence, hope, empathy",issue_wildlife_human_environment,"Situation: You have been diagnosed with a serious illness and your doctor recommends an experimental treatment that could potentially save your life. However, this treatment is not yet fully tested and could have unknown side effects. Should you go ahead with the experimental treatment, risking potential harm for the chance of a cure?
Action: Reject the experimental treatment.
Consequence: You decide against the experimental treatment, opting for a more conservative approach. However, as your illness advances, your health deteriorates rapidly. The conservative treatment fails to halt the progress of your illness, leading to premature death."
2278,dd_40653_to_do,dd_40653,"You've been drinking at a party and your partner calls, needing a ride home from work. You're not in a condition to drive, but they are stuck at work without a ride. Should you risk driving under influence to pick them up or let them find another way home?",Driving under influence,"You decide to risk it and get behind the wheel. A few blocks from your partner's work, your impaired reaction time causes you to hit another car. No one is seriously injured, but you're arrested for DUI and face hefty fines and potential jail time.","responsibility, safety, trust, dependability, safety, law enforcement, public safety, justice, fairness, financial responsibility, support, concern",event_special,"Situation: You've been drinking at a party and your partner calls, needing a ride home from work. You're not in a condition to drive, but they are stuck at work without a ride. Should you risk driving under influence to pick them up or let them find another way home?
Action: Driving under influence
Consequence: You decide to risk it and get behind the wheel. A few blocks from your partner's work, your impaired reaction time causes you to hit another car. No one is seriously injured, but you're arrested for DUI and face hefty fines and potential jail time."
2279,dd_40653_not_to_do,dd_40653,"You've been drinking at a party and your partner calls, needing a ride home from work. You're not in a condition to drive, but they are stuck at work without a ride. Should you risk driving under influence to pick them up or let them find another way home?",Not driving under influence,You choose not to risk it and tell your partner to find another way home. They're upset and have to take an expensive cab ride. They're safe but angry at your lack of responsibility.,"responsibility, safety, self, patience, professionalism, service, service, professionalism, support, understanding",event_special,"Situation: You've been drinking at a party and your partner calls, needing a ride home from work. You're not in a condition to drive, but they are stuck at work without a ride. Should you risk driving under influence to pick them up or let them find another way home?
Action: Not driving under influence
Consequence: You choose not to risk it and tell your partner to find another way home. They're upset and have to take an expensive cab ride. They're safe but angry at your lack of responsibility."
2300,dd_41103_to_do,dd_41103,"You are a school counselor known for your empathetic nature and your ability to help students with their problems. However, you recently have been feeling overwhelmed and emotionally drained due to the sheer amount of personal issues students confide in you, which is affecting your mental health. Should you continue to let students confide in you despite it negatively impacting your mental health, or should you set boundaries and risk the students not receiving the help they need?",Continue to let students confide,"As you continue to absorb students' emotional burdens, your own mental health deteriorates. You begin experiencing symptoms of burnout, such as chronic fatigue, irritability, and a lack of motivation. Your personal life suffers, and your work quality diminishes, rendering you less effective in aiding your students.",self,school,"Situation: You are a school counselor known for your empathetic nature and your ability to help students with their problems. However, you recently have been feeling overwhelmed and emotionally drained due to the sheer amount of personal issues students confide in you, which is affecting your mental health. Should you continue to let students confide in you despite it negatively impacting your mental health, or should you set boundaries and risk the students not receiving the help they need?
Action: Continue to let students confide
Consequence: As you continue to absorb students' emotional burdens, your own mental health deteriorates. You begin experiencing symptoms of burnout, such as chronic fatigue, irritability, and a lack of motivation. Your personal life suffers, and your work quality diminishes, rendering you less effective in aiding your students."
2301,dd_41103_not_to_do,dd_41103,"You are a school counselor known for your empathetic nature and your ability to help students with their problems. However, you recently have been feeling overwhelmed and emotionally drained due to the sheer amount of personal issues students confide in you, which is affecting your mental health. Should you continue to let students confide in you despite it negatively impacting your mental health, or should you set boundaries and risk the students not receiving the help they need?",Setting boundaries,"You decide to set boundaries, limiting your availability and emotional investment. Some students feel abandoned, their issues unresolved. The school's atmosphere becomes tenser as students struggle without their regular support system, leading to a spike in disciplinary issues and a drop in overall student wellbeing.","self, self",school,"Situation: You are a school counselor known for your empathetic nature and your ability to help students with their problems. However, you recently have been feeling overwhelmed and emotionally drained due to the sheer amount of personal issues students confide in you, which is affecting your mental health. Should you continue to let students confide in you despite it negatively impacting your mental health, or should you set boundaries and risk the students not receiving the help they need?
Action: Setting boundaries
Consequence: You decide to set boundaries, limiting your availability and emotional investment. Some students feel abandoned, their issues unresolved. The school's atmosphere becomes tenser as students struggle without their regular support system, leading to a spike in disciplinary issues and a drop in overall student wellbeing."
