action_id,dilemma_id,context,description,text
G_412_a0,G_412,"You promised your parent to stick to the curfew timings. However, your best friend called you up in the middle of the night and asked you to meet him urgently as he is in danger.",I stick to the curfew timings.,"Situation: You promised your parent to stick to the curfew timings. However, your best friend called you up in the middle of the night and asked you to meet him urgently as he is in danger.
Action: I stick to the curfew timings."
G_412_a1,G_412,"You promised your parent to stick to the curfew timings. However, your best friend called you up in the middle of the night and asked you to meet him urgently as he is in danger.",I go out to meet my friend.,"Situation: You promised your parent to stick to the curfew timings. However, your best friend called you up in the middle of the night and asked you to meet him urgently as he is in danger.
Action: I go out to meet my friend."
G_413_a0,G_413,"You are about to become a father so you promise your wife that you will take 6 months of paternity leave. However, your company is facing financial difficulties and needs you to work extra hours to save the business.",I stay with my family and take the paternity leave.,"Situation: You are about to become a father so you promise your wife that you will take 6 months of paternity leave. However, your company is facing financial difficulties and needs you to work extra hours to save the business.
Action: I stay with my family and take the paternity leave."
G_413_a1,G_413,"You are about to become a father so you promise your wife that you will take 6 months of paternity leave. However, your company is facing financial difficulties and needs you to work extra hours to save the business.",I do extra hours for the company.,"Situation: You are about to become a father so you promise your wife that you will take 6 months of paternity leave. However, your company is facing financial difficulties and needs you to work extra hours to save the business.
Action: I do extra hours for the company."
G_414_a0,G_414,Your family is about to lose their home due to a corrupt local government that has been imposing unjust taxes. You are offered the chance to steal the documents that prove the government’s wrongdoings and have your family’s debts cleared.,I do not steal the documents.,"Situation: Your family is about to lose their home due to a corrupt local government that has been imposing unjust taxes. You are offered the chance to steal the documents that prove the government’s wrongdoings and have your family’s debts cleared.
Action: I do not steal the documents."
G_414_a1,G_414,Your family is about to lose their home due to a corrupt local government that has been imposing unjust taxes. You are offered the chance to steal the documents that prove the government’s wrongdoings and have your family’s debts cleared.,I steal the documents to save my family's home.,"Situation: Your family is about to lose their home due to a corrupt local government that has been imposing unjust taxes. You are offered the chance to steal the documents that prove the government’s wrongdoings and have your family’s debts cleared.
Action: I steal the documents to save my family's home."
G_415_a0,G_415,"You are the head of a struggling trade company. In order to prevent a large employee layoff, you are asked to do some illegal trading deals in order to make extra profit. You know that you will not get caught as the country is corrupt.",I refuse the illegal trading deals.,"Situation: You are the head of a struggling trade company. In order to prevent a large employee layoff, you are asked to do some illegal trading deals in order to make extra profit. You know that you will not get caught as the country is corrupt.
Action: I refuse the illegal trading deals."
G_415_a1,G_415,"You are the head of a struggling trade company. In order to prevent a large employee layoff, you are asked to do some illegal trading deals in order to make extra profit. You know that you will not get caught as the country is corrupt.",I accept the illegal trading deals.,"Situation: You are the head of a struggling trade company. In order to prevent a large employee layoff, you are asked to do some illegal trading deals in order to make extra profit. You know that you will not get caught as the country is corrupt.
Action: I accept the illegal trading deals."
G_416_a0,G_416,"You are the captain of a small sailboat, and your boat is slow compared to your competitors. You have been offered an experimental engine that could provide an edge against your opponents, but it doesn't comply with the regulations.",I stick to the rules and use only legal propulsion systems.,"Situation: You are the captain of a small sailboat, and your boat is slow compared to your competitors. You have been offered an experimental engine that could provide an edge against your opponents, but it doesn't comply with the regulations.
Action: I stick to the rules and use only legal propulsion systems."
G_416_a1,G_416,"You are the captain of a small sailboat, and your boat is slow compared to your competitors. You have been offered an experimental engine that could provide an edge against your opponents, but it doesn't comply with the regulations.",I use the experimental engine to increase my chances of winning.,"Situation: You are the captain of a small sailboat, and your boat is slow compared to your competitors. You have been offered an experimental engine that could provide an edge against your opponents, but it doesn't comply with the regulations.
Action: I use the experimental engine to increase my chances of winning."
G_418_a0,G_418,You are a student of art and need to submit a painting for an upcoming exhibition. You struggle to come up with an idea and the deadline is close. One of your friends offers you their painting for free.,I create my own painting.,"Situation: You are a student of art and need to submit a painting for an upcoming exhibition. You struggle to come up with an idea and the deadline is close. One of your friends offers you their painting for free.
Action: I create my own painting."
G_418_a1,G_418,You are a student of art and need to submit a painting for an upcoming exhibition. You struggle to come up with an idea and the deadline is close. One of your friends offers you their painting for free.,I use the painting from my friend.,"Situation: You are a student of art and need to submit a painting for an upcoming exhibition. You struggle to come up with an idea and the deadline is close. One of your friends offers you their painting for free.
Action: I use the painting from my friend."
G_419_a0,G_419,You are a doctor working in a hospital. You see a colleague doctor who is conducting an illegal procedure on a patient but which is likely to be more effective than the common procedure.,I report the doctor to the board.,"Situation: You are a doctor working in a hospital. You see a colleague doctor who is conducting an illegal procedure on a patient but which is likely to be more effective than the common procedure.
Action: I report the doctor to the board."
G_419_a1,G_419,You are a doctor working in a hospital. You see a colleague doctor who is conducting an illegal procedure on a patient but which is likely to be more effective than the common procedure.,I keep the colleague doctor's actions a secret.,"Situation: You are a doctor working in a hospital. You see a colleague doctor who is conducting an illegal procedure on a patient but which is likely to be more effective than the common procedure.
Action: I keep the colleague doctor's actions a secret."
G_420_a0,G_420,You are a police officer and see a driver running a red light with a company vehicle. The driver is a close friend of yours and got multiple tickets for traffic violations in recent weeks. You know they are in danger of being fired if they get caught.,I pull them over and write them a ticket.,"Situation: You are a police officer and see a driver running a red light with a company vehicle. The driver is a close friend of yours and got multiple tickets for traffic violations in recent weeks. You know they are in danger of being fired if they get caught.
Action: I pull them over and write them a ticket."
G_420_a1,G_420,You are a police officer and see a driver running a red light with a company vehicle. The driver is a close friend of yours and got multiple tickets for traffic violations in recent weeks. You know they are in danger of being fired if they get caught.,I let them go and don't report them.,"Situation: You are a police officer and see a driver running a red light with a company vehicle. The driver is a close friend of yours and got multiple tickets for traffic violations in recent weeks. You know they are in danger of being fired if they get caught.
Action: I let them go and don't report them."
G_421_a0,G_421,"You are a soldier, who is deployed to a foreign country where you are assigned to guard a military base. You were instructed to not let any civil person into the camp. However, a group of refugees in need of urgent help is approaching.",I follow orders and deny entry.,"Situation: You are a soldier, who is deployed to a foreign country where you are assigned to guard a military base. You were instructed to not let any civil person into the camp. However, a group of refugees in need of urgent help is approaching.
Action: I follow orders and deny entry."
G_421_a1,G_421,"You are a soldier, who is deployed to a foreign country where you are assigned to guard a military base. You were instructed to not let any civil person into the camp. However, a group of refugees in need of urgent help is approaching.",I let the refugees in despite the command.,"Situation: You are a soldier, who is deployed to a foreign country where you are assigned to guard a military base. You were instructed to not let any civil person into the camp. However, a group of refugees in need of urgent help is approaching.
Action: I let the refugees in despite the command."
G_423_a0,G_423,You are on a date with someone you have been seeing for a few weeks but you feel that the connection is not there. You realize that your date has already booked and paid for a vacation to your favourite holiday spot as a surprise for you.,I tell the truth and explain that I do not feel we have a connection.,"Situation: You are on a date with someone you have been seeing for a few weeks but you feel that the connection is not there. You realize that your date has already booked and paid for a vacation to your favourite holiday spot as a surprise for you.
Action: I tell the truth and explain that I do not feel we have a connection."
G_423_a1,G_423,You are on a date with someone you have been seeing for a few weeks but you feel that the connection is not there. You realize that your date has already booked and paid for a vacation to your favourite holiday spot as a surprise for you.,I accept the trip and pretend the connection is there.,"Situation: You are on a date with someone you have been seeing for a few weeks but you feel that the connection is not there. You realize that your date has already booked and paid for a vacation to your favourite holiday spot as a surprise for you.
Action: I accept the trip and pretend the connection is there."
G_424_a0,G_424,You have been asked to accompany your friend to her ex-boyfriend's wedding. They don't know that you are coming. Your friend still has feelings for her ex and wants to make a shocking surprise appearance to the wedding.,I decided to tell the truth and not go to the wedding with my friend.,"Situation: You have been asked to accompany your friend to her ex-boyfriend's wedding. They don't know that you are coming. Your friend still has feelings for her ex and wants to make a shocking surprise appearance to the wedding.
Action: I decided to tell the truth and not go to the wedding with my friend."
G_424_a1,G_424,You have been asked to accompany your friend to her ex-boyfriend's wedding. They don't know that you are coming. Your friend still has feelings for her ex and wants to make a shocking surprise appearance to the wedding.,I decide to go to the wedding with my friend and not tell the ex-boyfriend that we will be there.,"Situation: You have been asked to accompany your friend to her ex-boyfriend's wedding. They don't know that you are coming. Your friend still has feelings for her ex and wants to make a shocking surprise appearance to the wedding.
Action: I decide to go to the wedding with my friend and not tell the ex-boyfriend that we will be there."
G_425_a0,G_425,"You are a salesperson for a new product and you need to convince the customer to buy it. The customer is very suspicious about the product features and you know that if you tell them the real features, they won't buy it.",I tell the customer the real features of the product.,"Situation: You are a salesperson for a new product and you need to convince the customer to buy it. The customer is very suspicious about the product features and you know that if you tell them the real features, they won't buy it.
Action: I tell the customer the real features of the product."
G_425_a1,G_425,"You are a salesperson for a new product and you need to convince the customer to buy it. The customer is very suspicious about the product features and you know that if you tell them the real features, they won't buy it.",I exaggerate the product features to convince the customer.,"Situation: You are a salesperson for a new product and you need to convince the customer to buy it. The customer is very suspicious about the product features and you know that if you tell them the real features, they won't buy it.
Action: I exaggerate the product features to convince the customer."
G_426_a0,G_426,"You are invited to a job interview and the company is looking for someone with specific qualifications. You don't have them, but you do possess some important skills that could make you the ideal candidate.",I tell the truth and explain my skills that I can offer.,"Situation: You are invited to a job interview and the company is looking for someone with specific qualifications. You don't have them, but you do possess some important skills that could make you the ideal candidate.
Action: I tell the truth and explain my skills that I can offer."
G_426_a1,G_426,"You are invited to a job interview and the company is looking for someone with specific qualifications. You don't have them, but you do possess some important skills that could make you the ideal candidate.",I lie about having the necessary qualifications.,"Situation: You are invited to a job interview and the company is looking for someone with specific qualifications. You don't have them, but you do possess some important skills that could make you the ideal candidate.
Action: I lie about having the necessary qualifications."
G_428_a0,G_428,You have been unemployed for a long time and finally receive an invitation for a job interview. Your qualifications are good but you know that you have a criminal record which could prevent you from getting the job. They do not ask for the criminal record during the interview.,I mention my criminal record during the interview.,"Situation: You have been unemployed for a long time and finally receive an invitation for a job interview. Your qualifications are good but you know that you have a criminal record which could prevent you from getting the job. They do not ask for the criminal record during the interview.
Action: I mention my criminal record during the interview."
G_428_a1,G_428,You have been unemployed for a long time and finally receive an invitation for a job interview. Your qualifications are good but you know that you have a criminal record which could prevent you from getting the job. They do not ask for the criminal record during the interview.,I do not mention my criminal record during the interview.,"Situation: You have been unemployed for a long time and finally receive an invitation for a job interview. Your qualifications are good but you know that you have a criminal record which could prevent you from getting the job. They do not ask for the criminal record during the interview.
Action: I do not mention my criminal record during the interview."
G_429_a0,G_429,"You have been extra careful with your finances and have managed to save a considerable amount of money. Your close friend is in deep debt and asks you to lend them the money, but you have good reason to believe they would waste it on something they should not.",I tell them the truth and refuse to give them the money.,"Situation: You have been extra careful with your finances and have managed to save a considerable amount of money. Your close friend is in deep debt and asks you to lend them the money, but you have good reason to believe they would waste it on something they should not.
Action: I tell them the truth and refuse to give them the money."
G_429_a1,G_429,"You have been extra careful with your finances and have managed to save a considerable amount of money. Your close friend is in deep debt and asks you to lend them the money, but you have good reason to believe they would waste it on something they should not.",I lie and tell them I do not have the money.,"Situation: You have been extra careful with your finances and have managed to save a considerable amount of money. Your close friend is in deep debt and asks you to lend them the money, but you have good reason to believe they would waste it on something they should not.
Action: I lie and tell them I do not have the money."
G_430_a0,G_430,"Your company is having a secret promotion and you have to choose the right person for it. You have two candidates with equal qualifications, but one of them is your friend. You know that if you pick your friend, the other qualified person won't be given a chance.",I make the decision objectively and pick the best candidate.,"Situation: Your company is having a secret promotion and you have to choose the right person for it. You have two candidates with equal qualifications, but one of them is your friend. You know that if you pick your friend, the other qualified person won't be given a chance.
Action: I make the decision objectively and pick the best candidate."
G_430_a1,G_430,"Your company is having a secret promotion and you have to choose the right person for it. You have two candidates with equal qualifications, but one of them is your friend. You know that if you pick your friend, the other qualified person won't be given a chance.",I pick my friend and give up on fairness.,"Situation: Your company is having a secret promotion and you have to choose the right person for it. You have two candidates with equal qualifications, but one of them is your friend. You know that if you pick your friend, the other qualified person won't be given a chance.
Action: I pick my friend and give up on fairness."
G_431_a0,G_431,"You are an accountant working for a small business, and your boss has asked you to prepare a financial report for the coming year. You have been told to provide a positive outlook on the company's finances for the upcoming year for an internal presentation, even though the reality is much grimmer.",I present the accurate and honest assessment of the company's finances.,"Situation: You are an accountant working for a small business, and your boss has asked you to prepare a financial report for the coming year. You have been told to provide a positive outlook on the company's finances for the upcoming year for an internal presentation, even though the reality is much grimmer.
Action: I present the accurate and honest assessment of the company's finances."
G_431_a1,G_431,"You are an accountant working for a small business, and your boss has asked you to prepare a financial report for the coming year. You have been told to provide a positive outlook on the company's finances for the upcoming year for an internal presentation, even though the reality is much grimmer.",I manipulate the figures to provide a more optimistic outcome.,"Situation: You are an accountant working for a small business, and your boss has asked you to prepare a financial report for the coming year. You have been told to provide a positive outlook on the company's finances for the upcoming year for an internal presentation, even though the reality is much grimmer.
Action: I manipulate the figures to provide a more optimistic outcome."
G_432_a0,G_432,"Your parents do not approve of your chosen profession and have asked you to lie to everyone about what you do for a living, so they save face amongst their social circles.",I tell the truth about my profession.,"Situation: Your parents do not approve of your chosen profession and have asked you to lie to everyone about what you do for a living, so they save face amongst their social circles.
Action: I tell the truth about my profession."
G_432_a1,G_432,"Your parents do not approve of your chosen profession and have asked you to lie to everyone about what you do for a living, so they save face amongst their social circles.",I lie about my profession to everyone.,"Situation: Your parents do not approve of your chosen profession and have asked you to lie to everyone about what you do for a living, so they save face amongst their social circles.
Action: I lie about my profession to everyone."
G_433_a0,G_433,"You are a journalist and have been assigned the task to interview a prominent politician. You found out that the politician has been intentionally lying in their campaign speeches, yet you know that if you point it out they will deny it and damage your career.",I ask the politician tough questions about their lies during the interview even if it may cost me my job.,"Situation: You are a journalist and have been assigned the task to interview a prominent politician. You found out that the politician has been intentionally lying in their campaign speeches, yet you know that if you point it out they will deny it and damage your career.
Action: I ask the politician tough questions about their lies during the interview even if it may cost me my job."
G_433_a1,G_433,"You are a journalist and have been assigned the task to interview a prominent politician. You found out that the politician has been intentionally lying in their campaign speeches, yet you know that if you point it out they will deny it and damage your career.",I do the interview but do not point out that the politician has been lying.,"Situation: You are a journalist and have been assigned the task to interview a prominent politician. You found out that the politician has been intentionally lying in their campaign speeches, yet you know that if you point it out they will deny it and damage your career.
Action: I do the interview but do not point out that the politician has been lying."
G_434_a0,G_434,"Your close friends have been working on a project for months and invited you to a presentation today. However, you realize that the project is terrible and your friends would be embarrassed if they knew your opinion.",I provide honest feedback.,"Situation: Your close friends have been working on a project for months and invited you to a presentation today. However, you realize that the project is terrible and your friends would be embarrassed if they knew your opinion.
Action: I provide honest feedback."
G_434_a1,G_434,"Your close friends have been working on a project for months and invited you to a presentation today. However, you realize that the project is terrible and your friends would be embarrassed if they knew your opinion.",I give favorable feedback to spare my friends from potential shame.,"Situation: Your close friends have been working on a project for months and invited you to a presentation today. However, you realize that the project is terrible and your friends would be embarrassed if they knew your opinion.
Action: I give favorable feedback to spare my friends from potential shame."
G_436_a0,G_436,"You are a soldier and have been asked by your commanding officer to lie about the status of a key battle that was lost. It would improve morale if the battle was portrayed as a victory, but it would mean distorting the truth in favor of the army.",I tell the truth and accept the consequences of the loss.,"Situation: You are a soldier and have been asked by your commanding officer to lie about the status of a key battle that was lost. It would improve morale if the battle was portrayed as a victory, but it would mean distorting the truth in favor of the army.
Action: I tell the truth and accept the consequences of the loss."
G_436_a1,G_436,"You are a soldier and have been asked by your commanding officer to lie about the status of a key battle that was lost. It would improve morale if the battle was portrayed as a victory, but it would mean distorting the truth in favor of the army.",I lie about the status of the battle for the good of the army.,"Situation: You are a soldier and have been asked by your commanding officer to lie about the status of a key battle that was lost. It would improve morale if the battle was portrayed as a victory, but it would mean distorting the truth in favor of the army.
Action: I lie about the status of the battle for the good of the army."
G_437_a0,G_437,"You are a high school student and have just been accepted by your dream university. Just before you have to start your studies you remember that you have lied on one of your application forms, claiming you have achieved higher grades than you actually did.",I confess my lie and tell the university that I am not worthy to attend their institution.,"Situation: You are a high school student and have just been accepted by your dream university. Just before you have to start your studies you remember that you have lied on one of your application forms, claiming you have achieved higher grades than you actually did.
Action: I confess my lie and tell the university that I am not worthy to attend their institution."
G_437_a1,G_437,"You are a high school student and have just been accepted by your dream university. Just before you have to start your studies you remember that you have lied on one of your application forms, claiming you have achieved higher grades than you actually did.",I keep quiet and hope for the best.,"Situation: You are a high school student and have just been accepted by your dream university. Just before you have to start your studies you remember that you have lied on one of your application forms, claiming you have achieved higher grades than you actually did.
Action: I keep quiet and hope for the best."
G_438_a0,G_438,Your friend is struggling with their professional life and asks you to lie to their family about their current job status if they ask.,I tell the truth about their job status.,"Situation: Your friend is struggling with their professional life and asks you to lie to their family about their current job status if they ask.
Action: I tell the truth about their job status."
G_438_a1,G_438,Your friend is struggling with their professional life and asks you to lie to their family about their current job status if they ask.,I lie to their family.,"Situation: Your friend is struggling with their professional life and asks you to lie to their family about their current job status if they ask.
Action: I lie to their family."
G_439_a0,G_439,"You are a doctor and one of your patients has been diagnosed with a rare and incurable disease. With a high probability, the patient might not survive more than a year. However, you have received information that a new medication could potentially cure the patient but is not yet approved by the government and could be dangerous.",I tell the patient about the medical treatment and explain the risks.,"Situation: You are a doctor and one of your patients has been diagnosed with a rare and incurable disease. With a high probability, the patient might not survive more than a year. However, you have received information that a new medication could potentially cure the patient but is not yet approved by the government and could be dangerous.
Action: I tell the patient about the medical treatment and explain the risks."
G_439_a1,G_439,"You are a doctor and one of your patients has been diagnosed with a rare and incurable disease. With a high probability, the patient might not survive more than a year. However, you have received information that a new medication could potentially cure the patient but is not yet approved by the government and could be dangerous.","I keep the information to myself, so the patient does not worry and takes the risk of using unapproved medication.","Situation: You are a doctor and one of your patients has been diagnosed with a rare and incurable disease. With a high probability, the patient might not survive more than a year. However, you have received information that a new medication could potentially cure the patient but is not yet approved by the government and could be dangerous.
Action: I keep the information to myself, so the patient does not worry and takes the risk of using unapproved medication."
G_440_a0,G_440,"Your boss is interviewing a potential candidate for the position you were interested in and asked you to provide your honest opinion. However, you know that if you say what you really think, you will not get the job.",I tell my honest opinion.,"Situation: Your boss is interviewing a potential candidate for the position you were interested in and asked you to provide your honest opinion. However, you know that if you say what you really think, you will not get the job.
Action: I tell my honest opinion."
G_440_a1,G_440,"Your boss is interviewing a potential candidate for the position you were interested in and asked you to provide your honest opinion. However, you know that if you say what you really think, you will not get the job.",I provide a biased opinion.,"Situation: Your boss is interviewing a potential candidate for the position you were interested in and asked you to provide your honest opinion. However, you know that if you say what you really think, you will not get the job.
Action: I provide a biased opinion."
G_441_a0,G_441,"You are asked to provide a reference for a former colleague who became a good friend of yours. The former colleague was not the strongest employee, yet they were very ambitious and did their best. You know they are applying for a job they wouldn't get solely based on the skills needed.",I tell the truth about the former colleague's abilities.,"Situation: You are asked to provide a reference for a former colleague who became a good friend of yours. The former colleague was not the strongest employee, yet they were very ambitious and did their best. You know they are applying for a job they wouldn't get solely based on the skills needed.
Action: I tell the truth about the former colleague's abilities."
G_441_a1,G_441,"You are asked to provide a reference for a former colleague who became a good friend of yours. The former colleague was not the strongest employee, yet they were very ambitious and did their best. You know they are applying for a job they wouldn't get solely based on the skills needed.",I exaggerate their abilities to appear more suitable for the job.,"Situation: You are asked to provide a reference for a former colleague who became a good friend of yours. The former colleague was not the strongest employee, yet they were very ambitious and did their best. You know they are applying for a job they wouldn't get solely based on the skills needed.
Action: I exaggerate their abilities to appear more suitable for the job."
G_442_a0,G_442,You are a police officer and know that the only way to stop a notorious criminal from committing a serious crime is by providing false evidence.,I do not provide false evidence.,"Situation: You are a police officer and know that the only way to stop a notorious criminal from committing a serious crime is by providing false evidence.
Action: I do not provide false evidence."
G_442_a1,G_442,You are a police officer and know that the only way to stop a notorious criminal from committing a serious crime is by providing false evidence.,I provide false evidence.,"Situation: You are a police officer and know that the only way to stop a notorious criminal from committing a serious crime is by providing false evidence.
Action: I provide false evidence."
G_443_a0,G_443,"You have a job interview and you know that if you tell the truth about your previous experience, the interviewer won't hire you.",I tell the truth.,"Situation: You have a job interview and you know that if you tell the truth about your previous experience, the interviewer won't hire you.
Action: I tell the truth."
G_443_a1,G_443,"You have a job interview and you know that if you tell the truth about your previous experience, the interviewer won't hire you.",I make up stories to hide my lack of experience.,"Situation: You have a job interview and you know that if you tell the truth about your previous experience, the interviewer won't hire you.
Action: I make up stories to hide my lack of experience."
G_444_a0,G_444,"When you were a child, you had an embarrassing incident that your classmates are still teasing you about. Your current girlfriend has asked you about it, but you don't want your girlfriend to know about what happened as you feel uncomfortable.",I tell her the truth.,"Situation: When you were a child, you had an embarrassing incident that your classmates are still teasing you about. Your current girlfriend has asked you about it, but you don't want your girlfriend to know about what happened as you feel uncomfortable.
Action: I tell her the truth."
G_444_a1,G_444,"When you were a child, you had an embarrassing incident that your classmates are still teasing you about. Your current girlfriend has asked you about it, but you don't want your girlfriend to know about what happened as you feel uncomfortable.",I make up a different story.,"Situation: When you were a child, you had an embarrassing incident that your classmates are still teasing you about. Your current girlfriend has asked you about it, but you don't want your girlfriend to know about what happened as you feel uncomfortable.
Action: I make up a different story."
G_445_a0,G_445,"You are a journalist working on an important investigation. In order to uncover the truth, you need access to confidential documents that can only be accessed with a fake identity.",I respect the confidentiality of the documents and abstain from accessing them.,"Situation: You are a journalist working on an important investigation. In order to uncover the truth, you need access to confidential documents that can only be accessed with a fake identity.
Action: I respect the confidentiality of the documents and abstain from accessing them."
G_445_a1,G_445,"You are a journalist working on an important investigation. In order to uncover the truth, you need access to confidential documents that can only be accessed with a fake identity.",I use a fake identity to access the confidential documents.,"Situation: You are a journalist working on an important investigation. In order to uncover the truth, you need access to confidential documents that can only be accessed with a fake identity.
Action: I use a fake identity to access the confidential documents."
G_446_a0,G_446,"You are in an election for a political seat, and the only way to win is to speak against something your opponent supports even though you share the same belief.",I refuse to campaign on something I do not believe in.,"Situation: You are in an election for a political seat, and the only way to win is to speak against something your opponent supports even though you share the same belief.
Action: I refuse to campaign on something I do not believe in."
G_446_a1,G_446,"You are in an election for a political seat, and the only way to win is to speak against something your opponent supports even though you share the same belief.",I campaign against my opponent's position.,"Situation: You are in an election for a political seat, and the only way to win is to speak against something your opponent supports even though you share the same belief.
Action: I campaign against my opponent's position."
G_447_a0,G_447,"You are a successful professional with a promising career, but you have been lying about your qualifications to your current employer. You have managed to keep up the lie for years and it has yielded positive results. However, you recently received a promotion and will be required to attend a range of company events where the truth might come out.",I attend the events and tell the truth.,"Situation: You are a successful professional with a promising career, but you have been lying about your qualifications to your current employer. You have managed to keep up the lie for years and it has yielded positive results. However, you recently received a promotion and will be required to attend a range of company events where the truth might come out.
Action: I attend the events and tell the truth."
G_447_a1,G_447,"You are a successful professional with a promising career, but you have been lying about your qualifications to your current employer. You have managed to keep up the lie for years and it has yielded positive results. However, you recently received a promotion and will be required to attend a range of company events where the truth might come out.",I attend the events and try to maintain my story as convincingly as possible.,"Situation: You are a successful professional with a promising career, but you have been lying about your qualifications to your current employer. You have managed to keep up the lie for years and it has yielded positive results. However, you recently received a promotion and will be required to attend a range of company events where the truth might come out.
Action: I attend the events and try to maintain my story as convincingly as possible."
G_448_a0,G_448,"You have been struggling with a recent course at the university and are close to failing. Your professor has offered you extra credit, but it requires you to fabricate evidence of some kind of research.",I decline the offer and accept the current grade I have.,"Situation: You have been struggling with a recent course at the university and are close to failing. Your professor has offered you extra credit, but it requires you to fabricate evidence of some kind of research.
Action: I decline the offer and accept the current grade I have."
G_448_a1,G_448,"You have been struggling with a recent course at the university and are close to failing. Your professor has offered you extra credit, but it requires you to fabricate evidence of some kind of research.",I agree to fabricate evidence in exchange for extra credit.,"Situation: You have been struggling with a recent course at the university and are close to failing. Your professor has offered you extra credit, but it requires you to fabricate evidence of some kind of research.
Action: I agree to fabricate evidence in exchange for extra credit."
G_449_a0,G_449,"You are running for a political position in your country. Your opponent has been spreading lies about you and your campaign, but they can not be proven as they are baseless allegations.",I clarify the lies and concentrate on my campaign.,"Situation: You are running for a political position in your country. Your opponent has been spreading lies about you and your campaign, but they can not be proven as they are baseless allegations.
Action: I clarify the lies and concentrate on my campaign."
G_449_a1,G_449,"You are running for a political position in your country. Your opponent has been spreading lies about you and your campaign, but they can not be proven as they are baseless allegations.",I spread rumors about my opponent in order to get a competitive edge.,"Situation: You are running for a political position in your country. Your opponent has been spreading lies about you and your campaign, but they can not be proven as they are baseless allegations.
Action: I spread rumors about my opponent in order to get a competitive edge."
G_450_a0,G_450,"Your brother is getting married and you are the best man. The groom-to-be wants to hear about your night out with his future wife. You had a great time, but you don't want to tell him about all the secrets she told you.",I tell him honestly about the night.,"Situation: Your brother is getting married and you are the best man. The groom-to-be wants to hear about your night out with his future wife. You had a great time, but you don't want to tell him about all the secrets she told you.
Action: I tell him honestly about the night."
G_450_a1,G_450,"Your brother is getting married and you are the best man. The groom-to-be wants to hear about your night out with his future wife. You had a great time, but you don't want to tell him about all the secrets she told you.",I keep the secrets that she shared.,"Situation: Your brother is getting married and you are the best man. The groom-to-be wants to hear about your night out with his future wife. You had a great time, but you don't want to tell him about all the secrets she told you.
Action: I keep the secrets that she shared."
G_451_a0,G_451,"Your professor is looking at your final project and they notice that you have plagiarized in some parts. You know that if you admit it, you will fail the course.",I admit it.,"Situation: Your professor is looking at your final project and they notice that you have plagiarized in some parts. You know that if you admit it, you will fail the course.
Action: I admit it."
G_451_a1,G_451,"Your professor is looking at your final project and they notice that you have plagiarized in some parts. You know that if you admit it, you will fail the course.",I try to cover up the truth and make up an excuse that I wasn't aware of this work.,"Situation: Your professor is looking at your final project and they notice that you have plagiarized in some parts. You know that if you admit it, you will fail the course.
Action: I try to cover up the truth and make up an excuse that I wasn't aware of this work."
G_452_a0,G_452,Your boss is asking you to evaluate the performance of your co-workers without realizing that one of them is your best friend. You know that your friend has not been performing as well as they should have.,I tell my boss the truth and be honest about my friend's performance.,"Situation: Your boss is asking you to evaluate the performance of your co-workers without realizing that one of them is your best friend. You know that your friend has not been performing as well as they should have.
Action: I tell my boss the truth and be honest about my friend's performance."
G_452_a1,G_452,Your boss is asking you to evaluate the performance of your co-workers without realizing that one of them is your best friend. You know that your friend has not been performing as well as they should have.,I give my friend a good evaluation to protect them.,"Situation: Your boss is asking you to evaluate the performance of your co-workers without realizing that one of them is your best friend. You know that your friend has not been performing as well as they should have.
Action: I give my friend a good evaluation to protect them."
G_453_a0,G_453,You are caught shoplifting and the store manager is questioning you. You know if you tell the truth you will have to pay a hefty fine.,I tell the truth.,"Situation: You are caught shoplifting and the store manager is questioning you. You know if you tell the truth you will have to pay a hefty fine.
Action: I tell the truth."
G_453_a1,G_453,You are caught shoplifting and the store manager is questioning you. You know if you tell the truth you will have to pay a hefty fine.,I lie and say it was an accident.,"Situation: You are caught shoplifting and the store manager is questioning you. You know if you tell the truth you will have to pay a hefty fine.
Action: I lie and say it was an accident."
G_454_a0,G_454,"Your best friend's mother is dying and they need to be told that there is no hope for a cure. You know that if they get this news, they will fall into a deep depression.",I tell them the truth.,"Situation: Your best friend's mother is dying and they need to be told that there is no hope for a cure. You know that if they get this news, they will fall into a deep depression.
Action: I tell them the truth."
G_454_a1,G_454,"Your best friend's mother is dying and they need to be told that there is no hope for a cure. You know that if they get this news, they will fall into a deep depression.",I tell them a favorable result and that a cure exists.,"Situation: Your best friend's mother is dying and they need to be told that there is no hope for a cure. You know that if they get this news, they will fall into a deep depression.
Action: I tell them a favorable result and that a cure exists."
