action_id,dilemma_id,situation,description,consequence,values,topic_group,text
dd_37404_not_to_do,dd_37404,"You are the best friend of a person struggling with substance abuse. Your friend has confided in you about their addiction but has sworn you to secrecy, fearing the reaction of their family and loss of their job. Do you break your friend's trust and inform their family about the addiction to help them get treatment?",Not to Inform,"You choose to respect your friend's wishes and keep their secret. Their addiction worsens over time, leading to loss of job and severe health issues. You regret not taking action when you had the chance, jeopardizing your friend's life.","loyalty, respect, privacy, autonomy, concern, productivity, responsibility",issue_crime_addiction,"Situation: You are the best friend of a person struggling with substance abuse. Your friend has confided in you about their addiction but has sworn you to secrecy, fearing the reaction of their family and loss of their job. Do you break your friend's trust and inform their family about the addiction to help them get treatment?
Action: Not to Inform
Consequence: You choose to respect your friend's wishes and keep their secret. Their addiction worsens over time, leading to loss of job and severe health issues. You regret not taking action when you had the chance, jeopardizing your friend's life."
dd_37422_to_do,dd_37422,"John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?",Maintaining Confidentiality,"John chooses to maintain the confidentiality of the confession, staying true to his priestly duties. However, later on, the parishioner commits another serious crime, causing harm to innocent people. John, burdened with guilt, is tormented by the knowledge that he could have perhaps prevented this.",right to safety,religion_custom,"Situation: John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?
Action: Maintaining Confidentiality
Consequence: John chooses to maintain the confidentiality of the confession, staying true to his priestly duties. However, later on, the parishioner commits another serious crime, causing harm to innocent people. John, burdened with guilt, is tormented by the knowledge that he could have perhaps prevented this."
dd_37422_not_to_do,dd_37422,"John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?",Reporting the Crime,"John decides to report the crime to the authorities, breaking the confidentiality of the confession. The parishioner is arrested, but John's decision sparks controversy in the church community, damaging his reputation and trust among his parishioners.","upholding justice, upholding justice, right to safety",religion_custom,"Situation: John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?
Action: Reporting the Crime
Consequence: John decides to report the crime to the authorities, breaking the confidentiality of the confession. The parishioner is arrested, but John's decision sparks controversy in the church community, damaging his reputation and trust among his parishioners."
dd_37432_to_do,dd_37432,"You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?",Continue Relationship,"You choose to continue dating, but your children feel excluded and abandoned. Their resentment builds, damaging your relationship with them. They grow distant, unwilling to share their lives with you, and the family bond weakens.","love, personal happiness, companionship, understanding, trust, family unity",issue_pregnancy,"Situation: You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?
Action: Continue Relationship
Consequence: You choose to continue dating, but your children feel excluded and abandoned. Their resentment builds, damaging your relationship with them. They grow distant, unwilling to share their lives with you, and the family bond weakens."
dd_37432_not_to_do,dd_37432,"You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?",End Relationship,"You end the relationship for your kids, but find yourself unhappy and lonely. Your children notice your sadness, feeling guilty as they believe they caused it. This guilt strains your relationship with them, causing tension and unhappiness at home.","self, respect, empathy, emotional security",issue_pregnancy,"Situation: You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?
Action: End Relationship
Consequence: You end the relationship for your kids, but find yourself unhappy and lonely. Your children notice your sadness, feeling guilty as they believe they caused it. This guilt strains your relationship with them, causing tension and unhappiness at home."
dd_37435_to_do,dd_37435,"You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?",Accepting the ride,"You accept the ride, contributing to pollution. As a result, you feel guilt for going against your commitment to the environment. This guilt affects your productivity at work and you are reprimanded by your boss for poor performance.","integrity, accountability, respect for nature",issue_wildlife_human_environment,"Situation: You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?
Action: Accepting the ride
Consequence: You accept the ride, contributing to pollution. As a result, you feel guilt for going against your commitment to the environment. This guilt affects your productivity at work and you are reprimanded by your boss for poor performance."
dd_37435_not_to_do,dd_37435,"You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?",Declining the ride,"You decline the ride, arriving late to work. Your boss is unsympathetic towards your dedication to the environment and gives you a warning for tardiness. This affects your job security, causing you stress and anxiety.","commitment, fairness, dedication",issue_wildlife_human_environment,"Situation: You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?
Action: Declining the ride
Consequence: You decline the ride, arriving late to work. Your boss is unsympathetic towards your dedication to the environment and gives you a warning for tardiness. This affects your job security, causing you stress and anxiety."
dd_37490_to_do,dd_37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",Address Anger with the Executive,"You confront the executive about the issue. The discussion becomes heated and word spreads around the office. The CEO hears about the confrontation and sees it as insubordination, leading to you losing your job.","honesty, respect, transparency, trust",workplace,"Situation: You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?
Action: Address Anger with the Executive
Consequence: You confront the executive about the issue. The discussion becomes heated and word spreads around the office. The CEO hears about the confrontation and sees it as insubordination, leading to you losing your job."
dd_37490_not_to_do,dd_37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",Continue to Unfairly Take it Out on Junior Employee,"Your anger towards the junior employee continues. The employee's morale and productivity dip, which affects the team's overall performance. Eventually, the employee quits, causing further disruption and added workload for the rest of your team.","fairness, dignity, justice",workplace,"Situation: You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?
Action: Continue to Unfairly Take it Out on Junior Employee
Consequence: Your anger towards the junior employee continues. The employee's morale and productivity dip, which affects the team's overall performance. Eventually, the employee quits, causing further disruption and added workload for the rest of your team."
dd_37537_to_do,dd_37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",Name the animal after the sponsor,The scientists name the new species after their sponsor. This sparks outrage within the environmental community which tarnishes the scientists' reputation. They lose credibility and funding for future research.,"integrity, reputation, respect for nature, credibility",event_daily_life,"Situation: A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?
Action: Name the animal after the sponsor
Consequence: The scientists name the new species after their sponsor. This sparks outrage within the environmental community which tarnishes the scientists' reputation. They lose credibility and funding for future research."
dd_37537_not_to_do,dd_37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",Do not name the animal after the sponsor,"The scientists decide not to name the new species after their sponsor. The sponsor, feeling slighted, withdraws their funding. The team struggles to continue their research and the study of the new species slows down significantly.","integrity, reputation, truthfulness, credibility",event_daily_life,"Situation: A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?
Action: Do not name the animal after the sponsor
Consequence: The scientists decide not to name the new species after their sponsor. The sponsor, feeling slighted, withdraws their funding. The team struggles to continue their research and the study of the new species slows down significantly."
dd_37542_to_do,dd_37542,"After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?",Prevent the other parent from seeing the child.,"You stop the other parent from seeing the child, which results in your child growing up without a relationship with their other parent. This may lead to resentment, feelings of abandonment, and emotional issues in the future.","protection, safety, accountability",issue_pregnancy,"Situation: After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?
Action: Prevent the other parent from seeing the child.
Consequence: You stop the other parent from seeing the child, which results in your child growing up without a relationship with their other parent. This may lead to resentment, feelings of abandonment, and emotional issues in the future."
dd_37542_not_to_do,dd_37542,"After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?",Allow the other parent to see the child.,"You allow the other parent to see the child. Despite your precautions, the child ends up being exposed to the other parent's harmful environment and develops issues related to trauma, substance abuse, or criminal behavior.","trust, inclusion, justice, professional duty",issue_pregnancy,"Situation: After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?
Action: Allow the other parent to see the child.
Consequence: You allow the other parent to see the child. Despite your precautions, the child ends up being exposed to the other parent's harmful environment and develops issues related to trauma, substance abuse, or criminal behavior."
dd_37569_to_do,dd_37569,"Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?",Maintain the lie,"Maintaining the lie will initially protect your partner from the harsh truth. But, when the truth eventually surfaces, as it often does, your partner may feel betrayed, leading to trust issues and possible dissolution of the relationship.","honesty, integrity, trust, acceptance, unconditional love",religion_custom,"Situation: Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?
Action: Maintain the lie
Consequence: Maintaining the lie will initially protect your partner from the harsh truth. But, when the truth eventually surfaces, as it often does, your partner may feel betrayed, leading to trust issues and possible dissolution of the relationship."
dd_37569_not_to_do,dd_37569,"Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?",Confess the truth,"Confessing the truth could lead to immediate discomfort and potential drama. However, it may also strain the relationship if your partner struggles to accept your family's actions. Yet, honesty could potentially strengthen your bond, based on understanding and mutual respect.","authenticity, courage, understanding, support, acceptance, unconditional love",religion_custom,"Situation: Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?
Action: Confess the truth
Consequence: Confessing the truth could lead to immediate discomfort and potential drama. However, it may also strain the relationship if your partner struggles to accept your family's actions. Yet, honesty could potentially strengthen your bond, based on understanding and mutual respect."
dd_37608_to_do,dd_37608,"Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?",Disclose Information,"Jane discloses her client's information to authorities, breaching confidentiality. The client sues Jane for violating privacy rights and her reputation as a trustworthy psychologist is tarnished. She loses her license and her career suffers.","professional responsibility, right to privacy, integrity, trust",role_duty_responsibility,"Situation: Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?
Action: Disclose Information
Consequence: Jane discloses her client's information to authorities, breaching confidentiality. The client sues Jane for violating privacy rights and her reputation as a trustworthy psychologist is tarnished. She loses her license and her career suffers."
dd_37608_not_to_do,dd_37608,"Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?",Not Disclose Information,"Jane decides not to disclose the information, respecting her client's privacy. Later, the client inflicts harm on society, as feared. Jane faces public backlash and guilt for not reporting, resulting in mental stress and self-doubt.","respect for privacy, right to privacy, right to safety, professional integrity, safety",role_duty_responsibility,"Situation: Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?
Action: Not Disclose Information
Consequence: Jane decides not to disclose the information, respecting her client's privacy. Later, the client inflicts harm on society, as feared. Jane faces public backlash and guilt for not reporting, resulting in mental stress and self-doubt."
dd_37614_to_do,dd_37614,"It's Christmas morning and everyone is opening their presents. You notice that your sibling received a much more expensive gift than you did, sparking feelings of jealousy and resentment. Should you confront your parents about the perceived unfairness, potentially creating conflict on a festive day?",Confront Parents,"You voice your feelings about the perceived favoritism. This leads to an argument, ruining the festive atmosphere. You feel vindicated, but your family's Christmas morning is spoiled by tension and unresolved issues.",respect for personal space,event_daily_life,"Situation: It's Christmas morning and everyone is opening their presents. You notice that your sibling received a much more expensive gift than you did, sparking feelings of jealousy and resentment. Should you confront your parents about the perceived unfairness, potentially creating conflict on a festive day?
Action: Confront Parents
Consequence: You voice your feelings about the perceived favoritism. This leads to an argument, ruining the festive atmosphere. You feel vindicated, but your family's Christmas morning is spoiled by tension and unresolved issues."
dd_37614_not_to_do,dd_37614,"It's Christmas morning and everyone is opening their presents. You notice that your sibling received a much more expensive gift than you did, sparking feelings of jealousy and resentment. Should you confront your parents about the perceived unfairness, potentially creating conflict on a festive day?",Not Confront Parents,"You swallow your feelings of resentment and put on a happy face. However, the unaddressed feelings of jealousy leave a bitter taste in your mouth. The Christmas day passes smoothly, but your feelings of being less preferred linger, affecting your self-esteem.","self, endurance",event_daily_life,"Situation: It's Christmas morning and everyone is opening their presents. You notice that your sibling received a much more expensive gift than you did, sparking feelings of jealousy and resentment. Should you confront your parents about the perceived unfairness, potentially creating conflict on a festive day?
Action: Not Confront Parents
Consequence: You swallow your feelings of resentment and put on a happy face. However, the unaddressed feelings of jealousy leave a bitter taste in your mouth. The Christmas day passes smoothly, but your feelings of being less preferred linger, affecting your self-esteem."
dd_37617_to_do,dd_37617,"You are a teacher who is currently mad at one of your students for consistently disrupting the class. However, it's known that this student comes from a troubled home and acts out as a form of seeking attention. Should you continue to discipline this student like any other, potentially pushing them further away, or should you seek alternative ways to address the issue, such as counselling or mentoring, even if it means making an exception?",Continue Disciplining,"By continuing to discipline the student, the teacher may unintentionally push them further into their disruptive behavior, causing their academic performance to deteriorate even more. This could lead to a negative cycle of punishment, rebellion, and resentment.","fairness, respect, accountability, equality",school,"Situation: You are a teacher who is currently mad at one of your students for consistently disrupting the class. However, it's known that this student comes from a troubled home and acts out as a form of seeking attention. Should you continue to discipline this student like any other, potentially pushing them further away, or should you seek alternative ways to address the issue, such as counselling or mentoring, even if it means making an exception?
Action: Continue Disciplining
Consequence: By continuing to discipline the student, the teacher may unintentionally push them further into their disruptive behavior, causing their academic performance to deteriorate even more. This could lead to a negative cycle of punishment, rebellion, and resentment."
dd_37617_not_to_do,dd_37617,"You are a teacher who is currently mad at one of your students for consistently disrupting the class. However, it's known that this student comes from a troubled home and acts out as a form of seeking attention. Should you continue to discipline this student like any other, potentially pushing them further away, or should you seek alternative ways to address the issue, such as counselling or mentoring, even if it means making an exception?",Not Discipline,"If the teacher chooses not to discipline the student and focuses on counseling instead, they risk other students feeling that there is favoritism or leniency toward misbehavior. This may lead to a decline in overall classroom discipline and respect for the teacher.","empathy, self, guidance, tolerance, inclusivity",school,"Situation: You are a teacher who is currently mad at one of your students for consistently disrupting the class. However, it's known that this student comes from a troubled home and acts out as a form of seeking attention. Should you continue to discipline this student like any other, potentially pushing them further away, or should you seek alternative ways to address the issue, such as counselling or mentoring, even if it means making an exception?
Action: Not Discipline
Consequence: If the teacher chooses not to discipline the student and focuses on counseling instead, they risk other students feeling that there is favoritism or leniency toward misbehavior. This may lead to a decline in overall classroom discipline and respect for the teacher."
dd_37679_to_do,dd_37679,"You've been married for a number of years and have finally reached a point where you and your spouse can talk openly about anything. During one of these open discussions, you find out about a significant financial mistake your spouse made that could potentially put your family in debt. Should you confront your spouse about the financial mistake or should you let it slide to maintain peace in the family?",Confront your spouse,"You confront your spouse about the financial mistake. The confrontation escalates into a huge argument, causing unnecessary stress and tension in the family. Your spouse feels cornered and defensive, causing a rift in your relationship that takes a long time to heal.","honesty, accountability, security, trust, professionalism",comitted_relationship,"Situation: You've been married for a number of years and have finally reached a point where you and your spouse can talk openly about anything. During one of these open discussions, you find out about a significant financial mistake your spouse made that could potentially put your family in debt. Should you confront your spouse about the financial mistake or should you let it slide to maintain peace in the family?
Action: Confront your spouse
Consequence: You confront your spouse about the financial mistake. The confrontation escalates into a huge argument, causing unnecessary stress and tension in the family. Your spouse feels cornered and defensive, causing a rift in your relationship that takes a long time to heal."
dd_37679_not_to_do,dd_37679,"You've been married for a number of years and have finally reached a point where you and your spouse can talk openly about anything. During one of these open discussions, you find out about a significant financial mistake your spouse made that could potentially put your family in debt. Should you confront your spouse about the financial mistake or should you let it slide to maintain peace in the family?",Do not confront your spouse,"You decide not to confront your spouse to maintain peace. However, the financial mistake continues to affect the family's finances, causing you stress and worry. The problem grows over time, leading to more severe financial hardships that could have been avoided with earlier intervention. The accumulated stress affects your relationship and family life.","patience, trust, peace, patience, confidentiality",comitted_relationship,"Situation: You've been married for a number of years and have finally reached a point where you and your spouse can talk openly about anything. During one of these open discussions, you find out about a significant financial mistake your spouse made that could potentially put your family in debt. Should you confront your spouse about the financial mistake or should you let it slide to maintain peace in the family?
Action: Do not confront your spouse
Consequence: You decide not to confront your spouse to maintain peace. However, the financial mistake continues to affect the family's finances, causing you stress and worry. The problem grows over time, leading to more severe financial hardships that could have been avoided with earlier intervention. The accumulated stress affects your relationship and family life."
dd_37723_to_do,dd_37723,You're a journalist doing an investigative report on a sensitive issue. You come across an insider who has critical information but is hesitant to share due to potential personal repercussions. Should you press the insider to divulge the information even if it puts them in danger?,Press the insider to divulge the information,"You push the insider to share their details. The story gets published and becomes a sensation. However, the insider gets exposed, loses their job, and faces threats to their personal safety.","courage, fear, betrayal",role_duty_responsibility,"Situation: You're a journalist doing an investigative report on a sensitive issue. You come across an insider who has critical information but is hesitant to share due to potential personal repercussions. Should you press the insider to divulge the information even if it puts them in danger?
Action: Press the insider to divulge the information
Consequence: You push the insider to share their details. The story gets published and becomes a sensation. However, the insider gets exposed, loses their job, and faces threats to their personal safety."
dd_37723_not_to_do,dd_37723,You're a journalist doing an investigative report on a sensitive issue. You come across an insider who has critical information but is hesitant to share due to potential personal repercussions. Should you press the insider to divulge the information even if it puts them in danger?,Not press the insider to divulge the information,You decide to respect the insider's decision not to disclose sensitive details. Your report lacks the punch you hoped for and doesn't create much impact. You also feel a sense of guilt for not revealing the full truth to the public.,"respect for personal boundaries, self, understanding",role_duty_responsibility,"Situation: You're a journalist doing an investigative report on a sensitive issue. You come across an insider who has critical information but is hesitant to share due to potential personal repercussions. Should you press the insider to divulge the information even if it puts them in danger?
Action: Not press the insider to divulge the information
Consequence: You decide to respect the insider's decision not to disclose sensitive details. Your report lacks the punch you hoped for and doesn't create much impact. You also feel a sense of guilt for not revealing the full truth to the public."
dd_37725_to_do,dd_37725,"Your child has just won an important sports competition and you want to share the news with the extended family. However, there are family members who have been unfairly critical and unsupportive of your child's sports interest in the past, creating a negative impact on their confidence. Do you share the news and expose your child to potential criticism, or keep the achievement within the immediate family to safeguard your child's feelings?",Share the news,"You share the news with the entire family, some react negatively, criticizing your child's commitment to sports and belittling the achievement. Your child overhears these comments and feels demotivated and hurt, impacting their future performances.","honesty, courage, respect, recognition, team spirit",issue_young_people,"Situation: Your child has just won an important sports competition and you want to share the news with the extended family. However, there are family members who have been unfairly critical and unsupportive of your child's sports interest in the past, creating a negative impact on their confidence. Do you share the news and expose your child to potential criticism, or keep the achievement within the immediate family to safeguard your child's feelings?
Action: Share the news
Consequence: You share the news with the entire family, some react negatively, criticizing your child's commitment to sports and belittling the achievement. Your child overhears these comments and feels demotivated and hurt, impacting their future performances."
dd_37725_not_to_do,dd_37725,"Your child has just won an important sports competition and you want to share the news with the extended family. However, there are family members who have been unfairly critical and unsupportive of your child's sports interest in the past, creating a negative impact on their confidence. Do you share the news and expose your child to potential criticism, or keep the achievement within the immediate family to safeguard your child's feelings?",Not share the news,You decide to keep the news within the immediate family. Your child feels their achievement is unimportant and unnoticed. They also miss out on the chance to prove their critics wrong and feel a sense of validation and triumph.,"protection, self, professionalism",issue_young_people,"Situation: Your child has just won an important sports competition and you want to share the news with the extended family. However, there are family members who have been unfairly critical and unsupportive of your child's sports interest in the past, creating a negative impact on their confidence. Do you share the news and expose your child to potential criticism, or keep the achievement within the immediate family to safeguard your child's feelings?
Action: Not share the news
Consequence: You decide to keep the news within the immediate family. Your child feels their achievement is unimportant and unnoticed. They also miss out on the chance to prove their critics wrong and feel a sense of validation and triumph."
dd_37741_to_do,dd_37741,"You're an artist specializing in sculptures made from edible materials. You've been commissioned to create a large piece for an event in a region where starvation is rampant. Should you proceed with the commission, knowing your art will be discarded after the event, or reject it due to the potential wastefulness of food resources?",Proceed with the commission,"You create an impressive sculpture, but the locals are outraged. The wastefulness sparks protests, damaging your reputation. Your art is seen as a symbol of insensitivity, leading to loss of future commissions.","reputation, survival, truthfulness, justice, empathy",issue_personal_career,"Situation: You're an artist specializing in sculptures made from edible materials. You've been commissioned to create a large piece for an event in a region where starvation is rampant. Should you proceed with the commission, knowing your art will be discarded after the event, or reject it due to the potential wastefulness of food resources?
Action: Proceed with the commission
Consequence: You create an impressive sculpture, but the locals are outraged. The wastefulness sparks protests, damaging your reputation. Your art is seen as a symbol of insensitivity, leading to loss of future commissions."
dd_37741_not_to_do,dd_37741,"You're an artist specializing in sculptures made from edible materials. You've been commissioned to create a large piece for an event in a region where starvation is rampant. Should you proceed with the commission, knowing your art will be discarded after the event, or reject it due to the potential wastefulness of food resources?",Reject the commission,"You reject the commission for ethical reasons. However, the event organizers tarnish your name for being unprofessional and difficult to work with. You lose not only this commission, but potential future ones from their network.","ethical integrity, reliability, trust, reliability, survival, justice",issue_personal_career,"Situation: You're an artist specializing in sculptures made from edible materials. You've been commissioned to create a large piece for an event in a region where starvation is rampant. Should you proceed with the commission, knowing your art will be discarded after the event, or reject it due to the potential wastefulness of food resources?
Action: Reject the commission
Consequence: You reject the commission for ethical reasons. However, the event organizers tarnish your name for being unprofessional and difficult to work with. You lose not only this commission, but potential future ones from their network."
dd_37743_to_do,dd_37743,"As the head of the household and a religious person, you believe in modesty and want members of your family to dress modestly even when at home. Your teenage daughter, however, feels that she should have the freedom to dress as she pleases in her own home and her revealing clothing makes you uncomfortable. Should you insist that your daughter dresses more modestly, infringing on her personal freedom, or respect her autonomy over her dress code?",Insist on Modesty,"You impose a strict dress code at home, causing resentment from your daughter. She feels her personal freedom is being infringed upon and it leads to frequent fights, straining your relationship. She rebels against the restriction, causing discord in your household.","personal freedom, maintaining peace",religion_custom,"Situation: As the head of the household and a religious person, you believe in modesty and want members of your family to dress modestly even when at home. Your teenage daughter, however, feels that she should have the freedom to dress as she pleases in her own home and her revealing clothing makes you uncomfortable. Should you insist that your daughter dresses more modestly, infringing on her personal freedom, or respect her autonomy over her dress code?
Action: Insist on Modesty
Consequence: You impose a strict dress code at home, causing resentment from your daughter. She feels her personal freedom is being infringed upon and it leads to frequent fights, straining your relationship. She rebels against the restriction, causing discord in your household."
dd_37743_not_to_do,dd_37743,"As the head of the household and a religious person, you believe in modesty and want members of your family to dress modestly even when at home. Your teenage daughter, however, feels that she should have the freedom to dress as she pleases in her own home and her revealing clothing makes you uncomfortable. Should you insist that your daughter dresses more modestly, infringing on her personal freedom, or respect her autonomy over her dress code?",Respect Autonomy,"You respect your daughter's autonomy over her dress code. It relaxes the atmosphere at home, but you feel uncomfortable and it goes against your religious beliefs. This leads to internal conflict and you feel you are failing in imparting your values.","personal freedom, maintaining peace",religion_custom,"Situation: As the head of the household and a religious person, you believe in modesty and want members of your family to dress modestly even when at home. Your teenage daughter, however, feels that she should have the freedom to dress as she pleases in her own home and her revealing clothing makes you uncomfortable. Should you insist that your daughter dresses more modestly, infringing on her personal freedom, or respect her autonomy over her dress code?
Action: Respect Autonomy
Consequence: You respect your daughter's autonomy over her dress code. It relaxes the atmosphere at home, but you feel uncomfortable and it goes against your religious beliefs. This leads to internal conflict and you feel you are failing in imparting your values."
dd_37842_to_do,dd_37842,"In a traditional society, women and men have different roles and responsibilities. A young woman wants to become a mechanic, a profession dominated by men, but her family is against it because of societal norms. Should she honor her family's wishes and conform to societal expectations or pursue her dream career despite the backlash?",Pursue her dream career,"The young woman defies her family and societal norms to become a mechanic. She excels in her work but faces constant criticism and ostracism from her community. Her family feels disgraced and distances themselves from her, leading to a strained relationship.","self, respect for tradition, equal opportunity, inspiration",religion_custom,"Situation: In a traditional society, women and men have different roles and responsibilities. A young woman wants to become a mechanic, a profession dominated by men, but her family is against it because of societal norms. Should she honor her family's wishes and conform to societal expectations or pursue her dream career despite the backlash?
Action: Pursue her dream career
Consequence: The young woman defies her family and societal norms to become a mechanic. She excels in her work but faces constant criticism and ostracism from her community. Her family feels disgraced and distances themselves from her, leading to a strained relationship."
dd_37842_not_to_do,dd_37842,"In a traditional society, women and men have different roles and responsibilities. A young woman wants to become a mechanic, a profession dominated by men, but her family is against it because of societal norms. Should she honor her family's wishes and conform to societal expectations or pursue her dream career despite the backlash?",Conform to societal expectations,"The young woman gives up her dream to become a mechanic. She fulfills the traditional role expected of her but lives with deep regret and unhappiness. She becomes resentful and feels trapped, which negatively impacts her mental health and personal relationships.","obedience, conformity",religion_custom,"Situation: In a traditional society, women and men have different roles and responsibilities. A young woman wants to become a mechanic, a profession dominated by men, but her family is against it because of societal norms. Should she honor her family's wishes and conform to societal expectations or pursue her dream career despite the backlash?
Action: Conform to societal expectations
Consequence: The young woman gives up her dream to become a mechanic. She fulfills the traditional role expected of her but lives with deep regret and unhappiness. She becomes resentful and feels trapped, which negatively impacts her mental health and personal relationships."
